time,icao24,callsign,latitude,longitude,baro_altitude,vel_mps,vrate_mps,track,fuel_flow_kgs,fuel_burnt_kg
1775245793,4400f3,EJU36BG,51.0528,-0.6342,3352,120.75654597158575,0.0,254,0.015,0.2250000000000001
1775245801,4400f3,EJU36BG,51.0507,-0.6494,3352,135.9781170356219,0.0,257,0.015,0.2400000000000001
1775245816,4400f3,EJU36BG,51.0468,-0.6794,3352,142.76528675037025,0.0,258,0.015,0.2550000000000001
1775245886,4400f3,EJU36BG,51.0253,-0.8404,3657,164.40891290766652,4.357142857142857,257,0.015,0.27000000000000013
1775245959,4400f3,EJU36BG,50.9996,-1.0257,3962,181.84310787827826,4.178082191780822,257,0.015,0.28500000000000014
1775246029,4400f3,EJU36BG,50.974,-1.2107,4267,189.4092723480864,4.357142857142857,257,0.015,0.30000000000000016
1775246037,4400f3,EJU36BG,50.9711,-1.2314,4572,185.60300469063537,38.125,256,0.015,0.31500000000000017
1775246046,4400f3,EJU36BG,50.9668,-1.2526,4572,173.29009156992723,0.0,248,0.015,0.3300000000000002
1775246053,4400f3,EJU36BG,50.9608,-1.2714,4572,210.85569026452873,0.0,239,0.015,0.3450000000000002
1775246061,4400f3,EJU36BG,50.9524,-1.2896,4572,197.54276595896982,0.0,230,0.015,0.3600000000000002
1775246068,4400f3,EJU36BG,50.9436,-1.3039,4572,200.05543228146644,0.0,221,0.015,0.3750000000000002
1775246076,4400f3,EJU36BG,50.9322,-1.3178,4876,199.82462862084097,38.0,214,0.015,0.39000000000000024
1775246085,4400f3,EJU36BG,50.9198,-1.3306,4876,182.7766074917976,0.0,211,0.015,0.40500000000000025
1775246092,4400f3,EJU36BG,50.9087,-1.3412,4876,205.8158073214481,0.0,210,0.015,0.42000000000000026
1775246100,4400f3,EJU36BG,50.8959,-1.3524,5181,203.20144462296972,38.125,208,0.015,0.4350000000000003
1775246115,4400f3,EJU36BG,50.8715,-1.3718,5181,202.35748686121735,0.0,206,0.015,0.4500000000000003
1775246137,4400f3,EJU36BG,50.8361,-1.3992,5486,199.1405753290796,13.863636363636363,206,0.015,0.4650000000000003
1775246161,4400f3,EJU36BG,50.7979,-1.4296,5791,198.09710533678594,12.708333333333334,207,0.015,0.4800000000000003
1775246176,4400f3,EJU36BG,50.7748,-1.4483,6096,192.3638852725435,20.333333333333332,207,0.015,0.49500000000000033
1775246206,4400f3,EJU36BG,50.7285,-1.4867,6400,193.8019154932884,10.133333333333333,208,0.015,0.5100000000000003
1775246237,4400f3,EJU36BG,50.6824,-1.5255,6705,187.38108408797294,9.838709677419354,208,0.015,0.5250000000000004
1775246276,4400f3,EJU36BG,50.6223,-1.5757,7010,193.89996843019532,7.82051282051282,207,0.015,0.5400000000000004
1775246325,4400f3,EJU36BG,50.5443,-1.6405,7315,200.12102309236676,6.224489795918367,207,0.015,0.5550000000000004
1775246356,4400f3,EJU36BG,50.4946,-1.6815,7620,201.30508660059888,9.838709677419354,207,0.015,0.5700000000000004
1775246403,4400f3,EJU36BG,50.418,-1.7437,7924,204.0093704302736,6.468085106382978,207,0.015,0.5850000000000004
1775246442,4400f3,EJU36BG,50.3536,-1.795,8229,205.94082600899517,7.82051282051282,206,0.015,0.6000000000000004
1775246488,4400f3,EJU36BG,50.2755,-1.8574,8534,211.94172812585003,6.630434782608695,207,0.015,0.6150000000000004
1775246543,4400f3,EJU36BG,50.1831,-1.9275,8839,207.64566997915384,5.545454545454546,204,0.015,0.6300000000000004
1775246637,4400f3,EJU36BG,50.0146,-2.0499,9144,219.89957237749962,3.24468085106383,205,0.015,0.6450000000000005
1775246691,4400f3,EJU36BG,49.9133,-2.1229,9448,229.91577607669535,5.62962962962963,204,0.015,0.6600000000000005
1775246732,4400f3,EJU36BG,49.8392,-2.1763,9753,221.57926325682956,7.439024390243903,204,0.015,0.6750000000000005
1775246787,4400f3,EJU36BG,49.7397,-2.2477,10058,221.70013284557683,5.545454545454546,205,0.015,0.6900000000000005
1775246855,4400f3,EJU36BG,49.6164,-2.3363,10363,222.35245084920987,4.485294117647059,204,0.015,0.7050000000000005
1775247747,4400f3,EJU36BG,48.0242,-3.433,10668,217.93211745188657,0.3419282511210762,203,0.015,0.7200000000000005
1775248643,4400f3,EJU36BG,46.4052,-4.4744,10668,219.255456616972,0.0,203,0.015,0.7350000000000005
1775248734,4400f3,EJU36BG,46.2402,-4.5765,10668,219.25461288011775,0.0,203,0.015,0.7500000000000006
1775248825,4400f3,EJU36BG,46.0771,-4.6771,10972,216.7222182659184,3.340659340659341,203,0.015,0.7650000000000006
1775249718,4400f3,EJU36BG,44.4982,-5.6306,11277,213.6069829656085,0.341545352743561,203,0.015,0.7800000000000006
1775250420,4400f3,EJU36BG,43.2478,-6.381,11277,215.79726283135375,0.0,203,0.015,0.7950000000000006
1775250430,4400f3,EJU36BG,43.2299,-6.3914,10972,216.13402481683192,-30.5,203,0.015,0.8100000000000006
1775251032,4400f3,EJU36BG,42.1509,-7.0119,11277,216.37257526466774,0.5066445182724253,202,0.015,0.8250000000000006
1775251084,4400f3,EJU36BG,42.0584,-7.064,10972,214.3744681462308,-5.865384615384615,202,0.015,0.8400000000000006
1775251102,4400f3,EJU36BG,42.0262,-7.0821,11277,215.55183085171518,16.944444444444443,202,0.015,0.8550000000000006
1775251111,4400f3,EJU36BG,42.0104,-7.0919,11277,214.93742789978634,0.0,206,0.015,0.8700000000000007
1775251119,4400f3,EJU36BG,41.9968,-7.1018,11277,214.91552185211404,0.0,209,0.015,0.8850000000000007
1775251481,4400f3,EJU36BG,41.3832,-7.5606,11277,215.86810640600743,0.0,209,0.015,0.9000000000000007
1775251497,4400f3,EJU36BG,41.3557,-7.5809,10972,218.48296036719168,-19.0625,209,0.015,0.9150000000000007
1775251579,4400f3,EJU36BG,41.2249,-7.6771,11277,202.65077183703684,3.7195121951219514,209,0.015,0.9300000000000007
1775251586,4400f3,EJU36BG,41.2143,-7.6849,10972,192.45279969480058,-43.57142857142857,209,0.015,0.9450000000000007
1775251622,4400f3,EJU36BG,41.158,-7.7263,11277,198.74890637649506,8.472222222222221,209,0.015,0.9600000000000007
1775246580,344455,IBS1864,51.1488,-0.1857,0,0.0,0.0,256,0.015,0.015
1775246596,344455,IBS1864,51.1465,-0.2036,0,79.65783018066504,0.0,259,0.015,0.03
1775246628,344455,IBS1864,51.1417,-0.2387,304,78.31441327013296,9.5,258,0.015,0.045
1775246667,344455,IBS1864,51.1349,-0.2917,609,96.77547450897333,7.82051282051282,257,0.015,0.06
1775246691,344455,IBS1864,51.1293,-0.3304,914,115.46939321170754,12.708333333333334,256,0.015,0.075
1775246707,344455,IBS1864,51.1255,-0.3555,1219,112.6153563594922,19.0625,256,0.015,0.09
1775246724,344455,IBS1864,51.1215,-0.3835,1524,117.88948876743503,17.941176470588236,258,0.015,0.105
1775246731,344455,IBS1864,51.1205,-0.3941,1828,106.87602748848951,43.42857142857143,262,0.015,0.12
1775246739,344455,IBS1864,51.1199,-0.4069,1828,111.98423141331486,0.0,266,0.015,0.135
1775246746,344455,IBS1864,51.1196,-0.4185,1828,115.76085742143165,0.0,267,0.015,0.15000000000000002
1775246786,344455,IBS1864,51.1181,-0.4882,2133,121.6941776744851,7.625,267,0.015,0.16500000000000004
1775246801,344455,IBS1864,51.1173,-0.514,2438,120.20164239310276,20.333333333333332,266,0.015,0.18000000000000005
1775246825,344455,IBS1864,51.1162,-0.5564,2743,123.42037590871736,12.708333333333334,268,0.015,0.19500000000000006
1775246871,344455,IBS1864,51.1166,-0.6461,3048,136.1164162633481,6.630434782608695,270,0.015,0.21000000000000008
1775246903,344455,IBS1864,51.1164,-0.7189,3352,158.7996593503402,9.5,268,0.015,0.2250000000000001
1775246911,344455,IBS1864,51.1161,-0.7369,3352,157.10930473893666,0.0,267,0.015,0.2400000000000001
1775246919,344455,IBS1864,51.1145,-0.7574,3352,180.2478716803319,0.0,260,0.015,0.2550000000000001
1775246926,344455,IBS1864,51.112,-0.7743,3657,173.1479944321483,43.57142857142857,255,0.015,0.27000000000000013
1775246934,344455,IBS1864,51.108,-0.7942,3657,182.33832039629283,0.0,251,0.015,0.28500000000000014
1775246949,344455,IBS1864,51.1002,-0.8296,3657,174.62606892909955,0.0,250,0.015,0.30000000000000016
1775246975,344455,IBS1864,51.0859,-0.8929,3962,180.69022846031035,11.73076923076923,250,0.015,0.31500000000000017
1775247001,344455,IBS1864,51.0716,-0.9576,4267,184.2838124091104,11.73076923076923,251,0.015,0.3300000000000002
1775247033,344455,IBS1864,51.0546,-1.0372,4572,183.59448546360227,9.53125,251,0.015,0.3450000000000002
1775247068,344455,IBS1864,51.0358,-1.1256,4876,186.39859037110045,8.685714285714285,251,0.015,0.3600000000000002
1775247087,344455,IBS1864,51.025,-1.1753,5181,193.5375151618733,16.05263157894737,250,0.015,0.3750000000000002
1775247097,344455,IBS1864,51.0189,-1.1998,5181,184.29886983307634,0.0,246,0.015,0.39000000000000024
1775247107,344455,IBS1864,51.0099,-1.2235,5486,193.6567346451998,30.5,235,0.015,0.40500000000000025
1775247119,344455,IBS1864,50.9955,-1.249,5486,199.78540332229468,0.0,223,0.015,0.42000000000000026
1775247130,344455,IBS1864,50.9795,-1.2682,5486,202.69664910577296,0.0,214,0.015,0.4350000000000003
1775247140,344455,IBS1864,50.963,-1.2828,5486,210.03052833625188,0.0,207,0.015,0.4500000000000003
1775247173,344455,IBS1864,50.9061,-1.3289,5791,215.27298851181888,9.242424242424242,207,0.015,0.4650000000000003
1775247221,344455,IBS1864,50.8228,-1.3989,6096,218.43154287731343,6.354166666666667,208,0.015,0.4800000000000003
1775247276,344455,IBS1864,50.7263,-1.4823,6400,222.33239256319885,5.527272727272727,208,0.015,0.49500000000000033
1775247354,344455,IBS1864,50.5842,-1.6071,6705,231.85921641035216,3.91025641025641,209,0.015,0.5100000000000003
1775247396,344455,IBS1864,50.5054,-1.6758,7010,238.5009726547831,7.261904761904762,208,0.015,0.5250000000000004
1775247432,344455,IBS1864,50.4378,-1.7334,7315,237.52701437103553,8.472222222222221,207,0.015,0.5400000000000004
1775247467,344455,IBS1864,50.3734,-1.7864,7620,231.03596586181217,8.714285714285714,207,0.015,0.5550000000000004
1775247502,344455,IBS1864,50.3081,-1.8404,7924,234.57886177584874,8.685714285714285,207,0.015,0.5700000000000004
1775247511,344455,IBS1864,50.292,-1.8534,8229,223.81502126954376,33.888888888888886,206,0.015,0.5850000000000004
1775247520,344455,IBS1864,50.2745,-1.8657,8229,237.01739645006288,0.0,203,0.015,0.6000000000000004
1775247529,344455,IBS1864,50.257,-1.8761,8229,231.2877798749928,0.0,200,0.015,0.6150000000000004
1775247546,344455,IBS1864,50.2233,-1.893,8229,231.48786683903526,0.0,197,0.015,0.6300000000000004
1775247582,344455,IBS1864,50.1515,-1.9285,8534,232.61958684309067,8.472222222222221,197,0.015,0.6450000000000005
1775247631,344455,IBS1864,50.0541,-1.9775,8839,232.25049155179687,6.224489795918367,197,0.015,0.6600000000000005
1775247670,344455,IBS1864,49.9778,-2.0155,9144,228.41125740974982,7.82051282051282,197,0.015,0.6750000000000005
1775247718,344455,IBS1864,49.8827,-2.0625,9448,231.18493142848948,6.333333333333333,197,0.015,0.6900000000000005
1775247755,344455,IBS1864,49.8101,-2.0983,9753,228.94716145481004,8.243243243243244,197,0.015,0.7050000000000005
1775247799,344455,IBS1864,49.7256,-2.1398,10058,224.03102352674543,6.931818181818182,197,0.015,0.7200000000000005
1775247852,344455,IBS1864,49.6236,-2.1898,10363,224.50683608050625,5.754716981132075,197,0.015,0.7350000000000005
1775247918,344455,IBS1864,49.4991,-2.2506,10668,220.02573557976802,4.621212121212121,197,0.015,0.7500000000000006
1775247985,344455,IBS1864,49.3738,-2.3111,10972,217.96091929617498,4.537313432835821,196,0.015,0.7650000000000006
1775247994,344455,IBS1864,49.3569,-2.318,10972,216.05402403557892,0.0,194,0.015,0.7800000000000006
1775248373,344455,IBS1864,48.6096,-2.5853,10972,225.20998401537918,0.0,192,0.015,0.7950000000000006
1775248444,344455,IBS1864,48.4674,-2.6283,10972,227.12298867267586,0.0,191,0.015,0.8100000000000006
1775248612,344455,IBS1864,48.1348,-2.7283,11277,224.49925000794204,1.8154761904761905,191,0.015,0.8250000000000006
1775248627,344455,IBS1864,48.1051,-2.7371,10972,224.43158933909427,-20.333333333333332,191,0.015,0.8400000000000006
1775248635,344455,IBS1864,48.0909,-2.7414,11277,201.366837564301,38.125,191,0.015,0.8550000000000006
1775248650,344455,IBS1864,48.0597,-2.7507,10972,235.82782657514926,-20.333333333333332,191,0.015,0.8700000000000007
1775249549,344455,IBS1864,46.2681,-3.2669,11277,225.80860175132256,0.339265850945495,190,0.015,0.8850000000000007
1775249586,344455,IBS1864,46.1954,-3.2871,11277,222.48203313047117,0.0,190,0.015,0.9000000000000007
1775249593,344455,IBS1864,46.1816,-3.291,10972,223.36892846970449,-43.57142857142857,190,0.015,0.9150000000000007
1775249985,344455,IBS1864,45.3919,-3.5068,11277,228.03731005702343,0.7780612244897959,190,0.015,0.9300000000000007
1775249993,344455,IBS1864,45.3775,-3.5107,10972,203.73970860764882,-38.125,190,0.015,0.9450000000000007
1775250430,344455,IBS1864,44.4923,-3.7457,11277,229.1824963098262,0.6979405034324943,190,0.015,0.9600000000000007
1775250437,344455,IBS1864,44.4768,-3.7498,10972,250.5633511004622,-43.57142857142857,190,0.015,0.9750000000000008
1775250608,344455,IBS1864,44.1296,-3.8396,11277,229.6061688878611,1.7836257309941521,190,0.015,0.9900000000000008
1775250616,344455,IBS1864,44.1127,-3.843,11277,237.3364188055382,0.0,187,0.015,1.0050000000000008
1775251041,344455,IBS1864,43.2279,-3.9564,11277,232.48730432793886,0.0,185,0.015,1.0200000000000007
1775251049,344455,IBS1864,43.212,-3.9584,10972,221.9264307514122,-38.125,185,0.015,1.0350000000000006
1775251057,344455,IBS1864,43.195,-3.9605,11277,237.24519041875504,38.125,185,0.015,1.0500000000000005
1775251102,344455,IBS1864,43.1003,-3.9725,10972,235.0014566519954,-6.777777777777778,185,0.015,1.0650000000000004
1775251262,344455,IBS1864,42.7653,-4.0147,11277,233.80246153807744,1.90625,185,0.015,1.0800000000000003
1775251339,344455,IBS1864,42.6044,-4.0347,10972,233.32201558375635,-3.961038961038961,185,0.015,1.0950000000000002
1775251399,344455,IBS1864,42.4795,-4.05,11277,232.41162233601634,5.083333333333333,185,0.015,1.11
1775251424,344455,IBS1864,42.4259,-4.0566,10972,239.3838126265539,-12.2,185,0.015,1.125
1775251628,344455,IBS1864,41.9951,-4.1093,11277,235.77943853877665,1.4950980392156863,185,0.015,1.14
